p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	pct.diff
1.11362566738554e-18	1.61092816463246	0.744	0.672	2.70354903271187e-14	Monocyte	ATP6V1G1	0.072
1.84790983431324e-15	1.80349004471868	0.695	0.543	4.48617070476224e-11	Monocyte	IFITM2	0.152
7.11220063562183e-13	1.91592435745957	0.585	0.413	1.72662894830991e-08	Monocyte	MAP1LC3B	0.172
8.41165222180052e-13	0.867338566184404	0.78	0.879	2.04209680988651e-08	Monocyte	ATP5E	-0.099
2.36709718803754e-10	0.659063127698693	0.878	0.913	5.74660184339875e-06	Monocyte	HLA-C	-0.035
1.03286325236653e-09	1.31664288591662	0.707	0.693	2.50748211777022e-05	Monocyte	DUSP1	0.014
1.46139642077834e-09	1.25605157807229	0.634	0.562	3.54783209072358e-05	Monocyte	CTSD	0.072
2.50566314991047e-09	1.05820594432269	0.683	0.711	6.08299842903764e-05	Monocyte	PNRC1	-0.0279999999999999
3.38606802815889e-09	1.41754853761102	0.598	0.559	8.22035735196135e-05	Monocyte	ATP6V0B	0.0389999999999999
9.78477164944023e-08	1.20303830588019	0.561	0.417	0.00237544901333461	Monocyte	CXCR4	0.144
3.9699963508071e-07	1.16185703349074	0.61	0.56	0.0096379601408544	Monocyte	NPC2	0.0499999999999999
4.23221560146701e-07	1.26283561041279	0.598	0.65	0.0102745498156815	Monocyte	ATP6V0E1	-0.052
